fold_id,symbol,sector,entry_date,exit_date,entry_price,exit_price,shares,position_value,confidence,kelly_fraction,exit_reason,pnl,return_pct,was_correct,signal_score_raw,vix_at_entry,nifty_above_ema50_at_entry,fii_net_cr_at_entry,sector_score_at_entry,had_tier_a_news,mfe_pct,mae_pct,triggered_signals
1,PHOENIXLTD.NS,Realty,2021-02-15,2021-02-22,415.97,381.18,144,59899.68,64,0.125,STOP,-5086.24,-8.4913,False,64,0.0,True,0.0,100,False,0.6981,8.2271,"MACD hist 1.5487 > 0 | Price ₹415 > EMA20 ₹395 | Price ₹415 > EMA50 ₹381 | Volume 1.7× average | Sector Realty bullish (score 100) | Near 75d high (₹426, -2.5% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
1,POWERGRID.NS,Infrastructure,2021-02-17,2021-02-26,98.35,91.34,610,59993.5,64,0.125,STOP,-4353.73,-7.257,False,64,0.0,True,0.0,100,False,2.6503,6.9854,"⚠ RSI 77.0 > 75 (overbought — elevated reversal risk) | MACD hist 1.1144 > 0 | Price ₹98 > EMA20 ₹89 | Price ₹98 > EMA50 ₹85 | Volume 1.5× average | Sector Infrastructure bullish (score 100) | Near 75d high (₹99, -0.5% away) — breakout setup"
1,ADANIPORTS.NS,Infrastructure,2021-02-15,2021-03-17,610.28,667.09,98,59807.44,64,0.125,TRAIL,5476.29,9.1565,True,64,0.0,True,0.0,100,False,19.6854,0.0,"⚠ RSI 78.2 > 75 (overbought — elevated reversal risk) | MACD hist 5.1570 > 0 | Price ₹609 > EMA20 ₹546 | Price ₹609 > EMA50 ₹498 | Volume 1.5× average | Sector Infrastructure bullish (score 100) | Near 75d high (₹621, -1.9% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
1,MAHLIFE.NS,Realty,2021-02-15,2021-03-31,161.47,185.69,371,59905.37,64,0.125,MAX_AGE,8890.42,14.8408,True,64,0.0,True,0.0,100,False,15.175,4.1641,"⚠ RSI 86.8 > 75 (overbought — elevated reversal risk) | MACD hist 2.5030 > 0 | Price ₹161 > EMA20 ₹142 | Price ₹161 > EMA50 ₹126 | Volume 1.5× average | Sector Realty bullish (score 100) | Near 75d high (₹166, -2.8% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
2,PHOENIXLTD.NS,Realty,2021-02-15,2021-02-22,415.97,381.18,144,59899.68,64,0.125,STOP,-5086.24,-8.4913,False,64,0.0,True,0.0,100,False,0.6981,8.2271,"MACD hist 1.5487 > 0 | Price ₹415 > EMA20 ₹395 | Price ₹415 > EMA50 ₹381 | Volume 1.7× average | Sector Realty bullish (score 100) | Near 75d high (₹426, -2.5% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
2,POWERGRID.NS,Infrastructure,2021-02-17,2021-02-26,98.35,91.34,610,59993.5,64,0.125,STOP,-4353.73,-7.257,False,64,0.0,True,0.0,100,False,2.6503,6.9854,"⚠ RSI 77.0 > 75 (overbought — elevated reversal risk) | MACD hist 1.1144 > 0 | Price ₹98 > EMA20 ₹89 | Price ₹98 > EMA50 ₹85 | Volume 1.5× average | Sector Infrastructure bullish (score 100) | Near 75d high (₹99, -0.5% away) — breakout setup"
2,ADANIPORTS.NS,Infrastructure,2021-02-15,2021-03-17,610.28,667.09,98,59807.44,64,0.125,TRAIL,5476.29,9.1565,True,64,0.0,True,0.0,100,False,19.6854,0.0,"⚠ RSI 78.2 > 75 (overbought — elevated reversal risk) | MACD hist 5.1570 > 0 | Price ₹609 > EMA20 ₹546 | Price ₹609 > EMA50 ₹498 | Volume 1.5× average | Sector Infrastructure bullish (score 100) | Near 75d high (₹621, -1.9% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
2,MAHLIFE.NS,Realty,2021-02-15,2021-03-31,161.47,185.69,371,59905.37,64,0.125,MAX_AGE,8890.42,14.8408,True,64,0.0,True,0.0,100,False,15.175,4.1641,"⚠ RSI 86.8 > 75 (overbought — elevated reversal risk) | MACD hist 2.5030 > 0 | Price ₹161 > EMA20 ₹142 | Price ₹161 > EMA50 ₹126 | Volume 1.5× average | Sector Realty bullish (score 100) | Near 75d high (₹166, -2.8% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
3,NMDC.NS,Metals,2021-05-11,2021-05-19,37.51,35.0,1599,59978.49,64,0.125,STOP,-4091.47,-6.8216,False,64,0.0,True,0.0,100,False,2.8785,6.5501,"⚠ RSI 82.5 > 75 (overbought — elevated reversal risk) | MACD hist 0.8999 > 0 | Price ₹37 > EMA20 ₹31 | Price ₹37 > EMA50 ₹27 | Volume 1.8× average | Sector Metals bullish (score 100) | Near 75d high (₹39, -2.8% away) — breakout setup"
3,RELIANCE.NS,Energy,2021-05-31,2021-05-31,981.02,978.08,60,58861.2,64,0.125,FOLD_END,-258.17,-0.4386,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 9.5324 > 0 | Price ₹980 > EMA20 ₹906 | Price ₹980 > EMA50 ₹913 | Volume 3.2× average | Sector Energy bullish (score 100) | Near 75d high (₹1012, -3.2% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
3,GAIL.NS,Energy,2021-05-31,2021-05-31,86.34,86.08,692,59747.28,64,0.125,FOLD_END,-262.92,-0.4401,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 0.0690 > 0 | Price ₹86 > EMA20 ₹81 | Price ₹86 > EMA50 ₹78 | Volume 2.4× average | Sector Energy bullish (score 100) | Near 75d high (₹89, -3.5% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
3,IGL.NS,Energy,2021-05-31,2021-05-31,237.79,237.08,251,59685.29,64,0.125,FOLD_END,-261.12,-0.4375,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 0.5775 > 0 | Price ₹237 > EMA20 ₹230 | Price ₹237 > EMA50 ₹230 | Volume 2.5× average | Sector Energy bullish (score 100) | Near 75d high (₹245, -3.0% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,NMDC.NS,Metals,2021-05-11,2021-05-19,37.51,35.0,1599,59978.49,64,0.125,STOP,-4091.47,-6.8216,False,64,0.0,True,0.0,100,False,2.8785,6.5501,"⚠ RSI 82.5 > 75 (overbought — elevated reversal risk) | MACD hist 0.8999 > 0 | Price ₹37 > EMA20 ₹31 | Price ₹37 > EMA50 ₹27 | Volume 1.8× average | Sector Metals bullish (score 100) | Near 75d high (₹39, -2.8% away) — breakout setup"
4,ASHOKLEY.NS,Auto,2021-06-11,2021-06-16,60.36,57.46,989,59696.04,64,0.125,STOP,-2947.28,-4.9371,False,64,14.100000381469727,True,0.0,100,False,0.0,4.6537,"MACD hist 0.1276 > 0 | Price ₹60 > EMA20 ₹57 | Price ₹60 > EMA50 ₹55 | Volume 2.0× average | Sector Auto bullish (score 100) | Near 75d high (₹60, -0.3% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
4,COALINDIA.NS,Metals,2021-06-09,2021-06-18,103.34,96.45,578,59730.52,64,0.125,STOP,-4060.1,-6.7974,False,64,14.75,True,0.0,100,False,3.848,6.5272,"MACD hist 0.3402 > 0 | Price ₹103 > EMA20 ₹98 | Price ₹103 > EMA50 ₹93 | Volume 1.6× average | Sector Metals bullish (score 100) | Near 75d high (₹106, -3.1% away) — breakout setup"
4,GAIL.NS,Energy,2021-05-31,2021-06-23,86.34,82.53,692,59747.28,64,0.125,STOP,-2716.1,-4.546,False,64,0.0,True,0.0,100,False,5.0958,4.2683,"MACD hist 0.0690 > 0 | Price ₹86 > EMA20 ₹81 | Price ₹86 > EMA50 ₹78 | Volume 2.4× average | Sector Energy bullish (score 100) | Near 75d high (₹89, -3.5% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,RELIANCE.NS,Energy,2021-05-31,2021-06-25,981.02,956.11,60,58861.2,64,0.125,STOP,-1574.53,-2.675,False,64,0.0,True,0.0,100,False,4.3584,2.3924,"MACD hist 9.5324 > 0 | Price ₹980 > EMA20 ₹906 | Price ₹980 > EMA50 ₹913 | Volume 3.2× average | Sector Energy bullish (score 100) | Near 75d high (₹1012, -3.2% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
