fold_id,start_date,end_date,initial_value,final_value,cagr_pct,sharpe,sortino,max_drawdown_pct,max_dd_duration_days,win_rate_pct,profit_factor,total_trades,winning_trades,losing_trades,avg_hold_days,avg_win_pct,avg_loss_pct,alpha_pct,vs_nifty_cagr_pct,annualised_turnover,passes_gate,baseline_nifty_sharpe,baseline_nifty_sortino,baseline_nifty_max_dd_pct
33,2023-09-01,2023-11-30,1000000.0,997593.41,-0.9724,-0.216,-0.129,2.1483,18,53.85,0.8426,13,7,6,27.77,5.4884,-3.7661,-16.3531,15.3807,2.1772,False,1.6504,1.6194,6.6119
34,2023-10-01,2023-12-31,1000000.0,1078723.68,35.5197,6.8958,9.2391,1.2555,11,85.71,15.3248,28,24,4,24.39,11.5725,-2.3382,-17.9996,53.5193,3.734,False,4.3715,4.8453,4.8166
35,2023-11-01,2024-01-31,1000000.0,1073220.48,32.7679,5.5051,6.2973,0.8327,1,87.88,13.4787,33,29,4,22.52,8.861,-2.6183,-38.8314,71.5993,4.6661,False,4.7461,4.495,3.8857
36,2023-12-01,2024-02-29,1000000.0,1051620.82,22.6454,3.5964,3.8471,1.2001,1,80.65,5.8214,31,25,6,22.13,8.2729,-3.2984,-16.3681,39.0134,4.0068,False,2.7506,2.5155,3.8857
37,2024-01-01,2024-03-31,1000000.0,1049323.94,21.5626,2.7555,3.1375,2.3086,22,75.86,3.0693,29,22,7,21.31,11.0297,-5.6311,10.1936,11.369,4.2553,True,0.9763,0.8502,3.8857
38,2024-02-01,2024-04-30,1000000.0,990152.31,-3.9774,-0.5086,-0.432,3.6954,23,55.56,0.6465,18,10,8,23.28,5.7787,-5.9208,-22.2737,18.2963,2.931,False,1.7909,1.6308,3.3311
39,2024-03-01,2024-05-31,1000000.0,988081.66,-4.6953,-3.4006,-1.0958,1.209,9,0.0,0.0,3,0,3,9.33,0.0,-6.6421,-8.1867,3.4913,0.7176,False,0.4107,0.3775,3.4996
40,2024-04-01,2024-06-30,1000000.0,1060137.19,26.7235,3.6171,3.465,2.5617,4,75.0,5.882,24,18,6,20.83,12.7519,-3.349,-4.3234,31.047,4.0225,False,1.6221,1.4377,5.9294
41,2024-05-01,2024-07-31,1000000.0,1008500.66,3.4535,1.0029,0.7446,1.4974,7,61.11,1.4692,18,11,7,24.06,7.7121,-4.7023,-44.0118,47.4653,2.8476,False,2.2907,1.9904,5.9294
42,2024-06-01,2024-08-31,1000000.0,1001451.84,0.5836,0.1928,0.113,1.4975,7,53.33,1.0915,15,8,7,25.67,8.7972,-5.0688,-38.0069,38.5905,2.3675,False,1.9713,1.4525,5.9294
43,2024-07-01,2024-09-30,1000000.0,1026412.31,11.0227,2.4256,2.5384,1.37,12,78.12,2.3767,32,25,7,24.88,6.2727,-4.8146,-19.7264,30.7492,4.4186,False,2.349,2.1266,4.0716
44,2024-08-01,2024-10-31,1000000.0,998598.03,-0.5611,-0.5061,-0.3882,0.5358,10,57.14,0.8363,7,4,3,19.71,5.3888,-4.4643,11.7445,-12.3056,1.1559,False,-0.9684,-0.8678,7.7634
45,2024-09-01,2024-11-30,1000000.0,985405.19,-5.7883,-2.706,-1.0665,1.7767,10,0.0,0.0,5,0,5,10.6,0.0,-4.8276,11.3853,-17.1736,1.2275,False,-1.3714,-1.4273,10.9328
46,2024-10-01,2024-12-31,1000000.0,990254.26,-3.852,-3.54,-1.2885,1.0354,12,0.0,0.0,3,0,3,8.33,0.0,-5.4662,25.637,-29.489,0.7138,False,-2.6998,-2.7041,9.4856
