fold_id,start_date,end_date,initial_value,final_value,cagr_pct,sharpe,sortino,max_drawdown_pct,max_dd_duration_days,win_rate_pct,profit_factor,total_trades,winning_trades,losing_trades,avg_hold_days,avg_win_pct,avg_loss_pct,alpha_pct,vs_nifty_cagr_pct,annualised_turnover,passes_gate,baseline_nifty_sharpe,baseline_nifty_sortino,baseline_nifty_max_dd_pct
30,2023-06-01,2023-08-31,1000000.0,1011313.43,4.6157,-0.7364,-0.4923,1.2252,5,50.0,1.8997,12,6,6,16.25,6.9599,-3.6097,-13.0699,17.6856,2.8413,False,1.2555,1.1376,3.6305
31,2023-07-01,2023-09-30,1000000.0,992565.15,-2.9489,-3.5568,-1.548,0.9849,2,30.0,0.5993,10,3,7,11.9,6.0129,-4.2414,-9.6663,6.7174,2.4024,False,0.0515,0.0437,3.6305
32,2023-08-01,2023-10-31,1000000.0,985977.83,-5.5067,-4.9554,-2.5606,2.0245,9,0.0,0.0,9,0,9,14.56,0.0,-2.5488,7.1368,-12.6435,2.1768,False,-2.1664,-1.9329,6.6119
33,2023-09-01,2023-11-30,1000000.0,995420.49,-1.8443,-2.072,-1.0792,2.1968,9,18.18,0.6314,11,2,9,19.0,6.1928,-2.1578,-17.225,15.3807,2.6457,False,0.9586,0.9405,6.6119
34,2023-10-01,2023-12-31,1000000.0,1083192.6,37.7857,4.7969,6.1117,1.4368,7,53.33,52.6831,30,16,14,15.1,8.3976,0.2028,-15.7337,53.5193,7.1685,False,3.7569,4.1641,4.8166
35,2023-11-01,2024-01-31,1000000.0,1070550.17,31.4478,3.8607,3.4509,1.6556,7,68.0,6.3063,25,17,8,17.92,8.3752,-2.6606,-40.1514,71.5993,5.8082,False,4.208,3.9854,3.8857
36,2023-12-01,2024-02-29,1000000.0,1039075.57,16.819,1.9686,1.6222,1.3187,8,63.16,4.5881,19,12,7,17.47,7.0558,-2.5944,-22.1944,39.0134,4.4907,False,2.23,2.0394,3.8857
37,2024-01-01,2024-03-31,1000000.0,1042080.06,18.1949,1.6118,1.609,2.4631,3,63.16,2.9082,19,12,7,14.53,8.9732,-5.2203,6.8259,11.369,4.5268,True,0.4518,0.3935,3.8857
38,2024-02-01,2024-04-30,1000000.0,1014745.11,6.1868,0.01,0.0071,2.5435,3,41.67,1.8631,12,5,7,14.75,10.8971,-4.181,-12.1094,18.2963,2.9108,False,1.1555,1.0522,3.3311
39,2024-03-01,2024-05-31,1000000.0,988081.66,-4.6953,-7.6534,-2.4662,1.209,9,0.0,0.0,3,0,3,9.33,0.0,-6.6421,-8.1867,3.4913,0.7176,False,-0.2185,-0.2009,3.4996
40,2024-04-01,2024-06-30,1000000.0,1035499.82,15.1972,1.6674,1.3659,1.5177,2,46.67,3.1743,15,7,8,16.93,12.4071,-3.3888,-15.8498,31.047,3.5511,False,1.2732,1.1284,5.9294
41,2024-05-01,2024-07-31,1000000.0,1023880.22,9.9282,0.9318,0.7019,0.7824,1,43.75,4.1575,16,7,9,19.31,7.5722,-1.4127,-37.537,47.4653,3.7937,False,1.9335,1.68,5.9294
42,2024-06-01,2024-08-31,1000000.0,1015899.96,6.5317,0.0225,0.0181,0.8132,5,42.86,2.5544,14,6,8,22.57,7.5583,-2.2008,-32.0587,38.5905,3.292,False,1.6076,1.1846,5.9294
43,2024-07-01,2024-09-30,1000000.0,1029493.22,12.3654,1.464,1.2906,0.7315,1,50.0,3.6031,16,8,8,19.38,8.8882,-2.3708,-18.3837,30.7492,3.7001,False,1.7922,1.6226,4.0716
44,2024-08-01,2024-10-31,1000000.0,997627.2,-0.9483,-6.9281,-4.2085,0.5358,10,0.0,0.0,5,0,5,13.4,0.0,-0.847,11.3573,-12.3056,1.1567,False,-1.4803,-1.3265,7.7634
45,2024-09-01,2024-11-30,1000000.0,985405.19,-5.7883,-5.614,-2.2126,1.7767,10,0.0,0.0,5,0,5,10.6,0.0,-4.8276,11.3853,-17.1736,1.2275,False,-1.8583,-1.934,10.9328
46,2024-10-01,2024-12-31,1000000.0,990254.26,-3.852,-9.2367,-3.3621,1.0354,12,0.0,0.0,3,0,3,8.33,0.0,-5.4662,25.637,-29.489,0.7138,False,-3.1994,-3.2045,9.4856
