fold_id,start_date,end_date,initial_value,final_value,cagr_pct,sharpe,sortino,max_drawdown_pct,max_dd_duration_days,win_rate_pct,profit_factor,total_trades,winning_trades,losing_trades,avg_hold_days,avg_win_pct,avg_loss_pct,alpha_pct,vs_nifty_cagr_pct,annualised_turnover,passes_gate,baseline_nifty_sharpe,baseline_nifty_sortino,baseline_nifty_max_dd_pct
20,2022-08-01,2022-10-31,1000000.0,1001271.29,0.5109,2.0494,10.0,0.0,0,25.0,0.8831,8,2,6,1.5,2.0966,-0.7915,-15.9679,16.4788,1.9056,False,1.161,1.1047,6.9283
21,2022-09-01,2022-11-30,1000000.0,1001817.28,0.7391,0.2984,0.1972,1.6158,13,53.33,1.1065,15,8,7,17.93,4.2573,-4.3957,-30.4807,31.2197,3.6145,False,2.1543,2.2046,6.9283
22,2022-10-01,2022-12-31,1000000.0,1001099.09,0.4416,0.1846,0.147,1.6158,13,46.67,1.0837,15,7,8,18.87,4.9252,-3.9736,-31.7821,32.2237,3.573,False,2.5056,2.6233,5.3459
23,2022-11-01,2023-01-31,1000000.0,1007115.67,2.8848,1.0625,0.9168,1.1071,4,53.33,1.4523,15,8,7,18.27,5.1055,-4.0387,13.1462,-10.2614,3.5689,False,-0.9229,-0.8837,6.4221
24,2022-12-01,2023-02-28,1000000.0,963656.72,-14.0861,-2.881,-1.3063,4.4916,15,15.38,0.0627,13,2,11,14.23,2.0056,-5.8448,14.9359,-29.022,3.274,False,-3.0406,-2.935,8.0189
25,2023-01-01,2023-03-31,1000000.0,986718.87,-5.3356,-1.9087,-1.1239,1.5892,20,44.44,0.2165,9,4,5,17.0,1.5048,-5.5499,12.2388,-17.5744,2.2292,False,-1.5947,-1.6739,7.0615
26,2023-02-01,2023-04-30,1000000.0,992327.7,-3.144,-1.2216,-0.6226,1.2808,7,50.0,0.3758,6,3,3,22.5,2.652,-6.7344,-14.1399,10.9958,1.4438,False,1.0849,1.148,6.0479
27,2023-03-01,2023-05-31,1000000.0,1014634.86,6.0006,1.7599,1.2173,0.8674,3,64.29,1.7936,14,9,5,22.71,6.6774,-6.3737,-21.3292,27.3299,3.2237,False,2.5942,2.5295,4.5586
28,2023-04-01,2023-06-30,1000000.0,1014634.86,6.0693,1.7599,1.2173,0.8674,3,64.29,1.7936,14,9,5,22.71,6.6774,-6.3737,-42.7214,48.7907,3.243,False,5.3661,5.6713,1.4615
29,2023-05-01,2023-07-31,1000000.0,1001795.2,0.722,0.2346,0.1092,1.2255,12,61.54,1.1347,13,8,5,16.23,4.0222,-5.4877,-39.794,40.516,3.0661,False,4.113,3.9562,1.6672
30,2023-06-01,2023-08-31,1000000.0,1030439.52,12.7803,3.241,2.2194,1.5165,3,64.71,3.4628,17,11,6,17.06,6.6647,-3.4904,-4.9054,17.6856,3.9717,False,2.0666,1.8725,3.6305
31,2023-07-01,2023-09-30,1000000.0,1000656.72,0.2637,0.1166,0.0629,1.2914,8,40.0,1.0509,15,6,9,11.13,6.6223,-4.1761,-6.4537,6.7174,3.5848,False,0.8367,0.709,3.6305
32,2023-08-01,2023-10-31,1000000.0,993486.44,-2.5871,-0.7389,-0.4231,1.9162,6,33.33,0.7264,15,5,10,16.2,5.3855,-3.7064,10.0564,-12.6435,3.602,False,-1.4623,-1.3047,6.6119
33,2023-09-01,2023-11-30,1000000.0,998604.36,-0.5648,-0.0591,-0.0326,2.5076,12,52.94,0.9598,17,9,8,18.47,3.7789,-4.414,-15.9455,15.3807,4.1029,False,1.6504,1.6194,6.6119
34,2023-10-01,2023-12-31,1000000.0,988387.83,-4.5768,-1.1158,-0.6939,3.1777,11,36.36,0.5624,11,4,7,15.27,6.0785,-6.153,-58.0962,53.5193,2.6536,False,4.3715,4.8453,4.8166
35,2023-11-01,2024-01-31,1000000.0,1065782.5,29.1155,3.4319,2.4286,2.9655,3,72.41,3.5984,29,21,8,16.59,7.3997,-5.0716,-42.4838,71.5993,6.7151,False,4.7461,4.495,3.8857
36,2023-12-01,2024-02-29,1000000.0,1046138.43,20.0729,3.4455,2.4662,1.4192,3,71.43,4.5178,21,15,6,14.38,6.6969,-3.7951,-18.9405,39.0134,4.8648,False,2.7506,2.5155,3.8857
37,2024-01-01,2024-03-31,1000000.0,987023.57,-5.1593,-1.4777,-0.7265,1.6604,18,25.0,0.5054,12,3,9,9.58,7.2232,-4.7403,-16.5283,11.369,2.9317,False,0.9763,0.8502,3.8857
38,2024-02-01,2024-04-30,1000000.0,1005646.8,2.3362,0.3472,0.2182,4.3125,5,53.85,1.2143,13,7,6,14.0,8.2114,-7.8905,-15.9601,18.2963,3.1701,False,1.7909,1.6308,3.3311
39,2024-03-01,2024-05-31,1000000.0,979675.29,-7.9062,-2.1411,-0.7141,2.9145,10,14.29,0.2465,7,1,6,10.14,11.3006,-7.4862,-11.3975,3.4913,1.6889,False,0.4107,0.3775,3.4996
40,2024-04-01,2024-06-30,1000000.0,1042186.89,18.2441,2.2869,1.2731,3.0943,4,56.52,2.2914,23,13,10,16.74,9.726,-5.4372,-12.8029,31.047,5.45,False,1.6221,1.4377,5.9294
41,2024-05-01,2024-07-31,1000000.0,982933.12,-6.6716,-2.2545,-0.6674,2.3765,5,14.29,0.2132,7,1,6,7.29,7.6561,-6.0071,-54.1369,47.4653,1.6981,False,2.2907,1.9904,5.9294
42,2024-06-01,2024-08-31,1000000.0,989890.09,-3.9938,-0.9824,-0.5967,1.3381,11,35.71,0.6887,14,5,9,20.64,7.223,-5.8631,-42.5843,38.5905,3.3302,False,1.9713,1.4525,5.9294
43,2024-07-01,2024-09-30,1000000.0,1040737.04,17.3693,2.9547,1.8367,1.8749,2,69.57,2.7293,23,16,7,20.43,6.976,-5.737,-13.3798,30.7492,5.2788,False,2.349,2.1266,4.0716
44,2024-08-01,2024-10-31,1000000.0,1027938.23,11.6862,2.6659,2.3328,1.4971,4,60.0,2.7673,20,12,8,20.45,6.3062,-3.4449,23.9918,-12.3056,4.6336,True,-0.9684,-0.8678,7.7634
45,2024-09-01,2024-11-30,1000000.0,984670.51,-6.0729,-2.1461,-1.0387,1.6866,20,10.0,0.2477,10,1,9,16.8,8.3031,-3.7115,11.1008,-17.1736,2.4461,False,-1.3714,-1.4273,10.9328
46,2024-10-01,2024-12-31,1000000.0,980696.37,-7.5205,-4.1504,-1.9273,1.9304,21,0.0,0.0,6,0,6,10.33,0.0,-5.4009,21.9685,-29.489,1.4416,False,-2.6998,-2.7041,9.4856
